Feature,mz,RT,Corr_ID,Compound_Name,Adduct,formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,overallFeatureQuality,featureId
1942,483.3036912115808,5.6233177,NA,NA,NA,5,C26H38N6O3,[M + H]+,C26H39N6O3+,Alkaloids,0.654,Pseudoalkaloids (transamidation),0.43,Tropane alkaloids,0.032,Organic nitrogen compounds,1,Organonitrogen compounds,1,Amines,0.951,Tertiary amines,0.739,Dialkylarylamines,0.69,"Organic compounds; Organoheterocyclic compounds; Triazines; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Aminotriazines; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Dialkylarylamines; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",483.303,337,5.616,703060587841629300,703045702444972400,NA,1942
1555,483.31517135744593,4.693947,NA,NA,NA,1,C23H46O10,[M + H]+,C23H47O10+,Fatty acids,0.785,Glycerolipids,0.35,Dicarboxylic acids,0.073,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.979,Dialkyl ethers,0.987,Polyethylene glycols,0.686,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carbonyl compounds; Polyethylene glycols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,483.316,281,4.689,703057951255872300,703045690172437400,NA,1555
2736,483.3653195404149,8.198596,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,484.2538553636784,3.241678,NA,NA,NA,3,C20H39N5O6,[M + K]+,C20H39KN5O6+,Carbohydrates,0.903,Aminosugars and aminoglycosides,0.673,Aminoglycosides,0.583,Organic oxygen compounds,1,Organooxygen compounds,0.994,Alcohols and polyols,0.864,Secondary alcohols,0.634,Secondary alcohols,0.634,Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,484.254,194,3.239,703053953190579100,703045666118101400,NA,486
1605,484.2936909849708,4.8527937,NA,NA,NA,2,C25H41NO8,[M + H]+,C25H42NO8+,Polyketides,0.65,Linear polyketides,0.851,Open-chain polyketides,0.734,Lipids and lipid-like molecules,0.717,Fatty Acyls,0.563,NA,NA,NA,NA,Fatty Acyls,0.563,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,484.294,291,4.846,703058284363319600,703045692009542800,NA,1605
1577,484.3739039113262,4.7465696,NA,NA,NA,1,C29H51NO3,[M + Na]+,C29H51NNaO3+,Fatty acids,0.42,Pseudoalkaloids (transamidation),0.177,N-acyl ethanolamines (endocannabinoids),0.036,Organic nitrogen compounds,1,Organonitrogen compounds,1,Amines,0.981,Tertiary amines,0.781,Trialkylamines,0.786,Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Trialkylamines; Amines; Tertiary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,484.373,285,4.749,703058125277555200,703045691200042e3,NA,1577
2650,484.8461813632668,7.8486767,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2536,485.3445254902205,7.2750816,NA,NA,NA,1,C23H44N6O5,[M + H]+,C23H45N6O5+,Alkaloids,0.163,Small peptides,0.074,Aminoglycosides,0.041,Benzenoids,0.621,NA,NA,NA,NA,NA,NA,Benzenoids,0.621,"Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Benzenoids; Amines; Tertiary amines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",485.344,436,7.265,703062914296350200,703045721927517200,NA,2536
2686,485.3808244723692,7.974133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,486.3370765431059,5.357246,NA,NA,NA,1,C24H49NO7,[M + Na]+,C24H49NNaO7+,Fatty acids,0.876,Fatty amides,0.431,N-acyl amines,0.239,Lipids and lipid-like molecules,0.778,Fatty Acyls,0.766,NA,NA,NA,NA,Fatty Acyls,0.766,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,486.339,326,5.432,703060112903783400,703045698661709800,NA,1836
2034,487.23095270268783,6.0070443,1,NA,NA,1,C20H34N6O6S,[M + H]+,C20H35N6O6S+,Amino acids and Peptides,0.987,Oligopeptides,0.932,Tripeptides,0.602,Organic acids and derivatives,0.989,Carboxylic acids and derivatives,0.942,"Amino acids, peptides, and analogues",0.926,Peptides,0.592,Peptides,0.592,"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",487.231,360,6.001,703061168656282100,703045705229990700,NA,2034
484,487.26186417852966,3.2421112,NA,NA,NA,2,C18H38N4O11,[M + H]+,C18H39N4O11+,Carbohydrates,0.996,Aminosugars and aminoglycosides,0.964,Aminoglycosides,0.97,Organic oxygen compounds,1,Organooxygen compounds,0.999,Carbohydrates and carbohydrate conjugates,0.945,Aminosaccharides,0.95,"4,6-disubstituted 2-deoxystreptamines",0.785,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Monoalkylamines; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Aminocyclitol glycosides; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Amines; Primary amines; Alkanolamines; Cyclitols and derivatives; Aminocyclitols and derivatives; Cyclohexanols; Cyclohexylamines; Aminosaccharides; 4,6-disubstituted 2-deoxystreptamines; 2-deoxystreptamine aminoglycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",487.262,194,3.239,703053906096931100,703045666017438e3,NA,484
2163,487.3031698292892,6.501688,NA,NA,NA,1,C25H38N6O4,[M + H]+,C25H39N6O4+,Amino acids and Peptides,0.924,Oligopeptides,0.542,Linear peptides,0.081,Organic acids and derivatives,0.745,Carboxylic acids and derivatives,0.703,"Amino acids, peptides, and analogues",0.734,Amino acids and derivatives,0.717,Alpha amino acids and derivatives,0.591,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",487.303,390,6.493,703061725517282300,703045709587873200,NA,2163
1829,487.3178938561576,5.3351808,NA,NA,NA,4,C23H48N2O6,[M + K]+,C23H48KN2O6+,Alkaloids,0.282,Ornithine alkaloids,0.059,Polyamines,0.067,Organic oxygen compounds,0.999,Organooxygen compounds,0.998,Ethers,0.995,Dialkyl ethers,0.995,Dialkyl ethers,0.995,Organic compounds; Ethers; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,487.317,320,5.334,703059961216770700,703045698477160400,NA,1829
2184,487.3243547053114,6.609516,NA,NA,NA,1,C24H48O8,[M + Na]+,C24H48NaO8+,Fatty acids,0.901,Glycerolipids,0.382,Wax monoesters,0.196,Organic acids and derivatives,0.962,Carboxylic acids and derivatives,0.94,Carboxylic acid derivatives,0.663,Carboxylic acid esters,0.529,Carboxylic acid esters,0.529,Organic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,487.324,398,6.632,703062119727347300,703045710313487900,NA,2184
2637,487.3241141577954,7.800525,NA,NA,NA,4,C26H46O8,[M + H]+,C26H47O8+,Polyketides,0.578,Linear polyketides,0.279,Open-chain polyketides,0.457,Organic oxygen compounds,1,Organooxygen compounds,0.999,Carbohydrates and carbohydrate conjugates,0.847,Glycosyl compounds,0.708,O-glycosyl compounds,0.695,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,487.325,471,7.842,703063612882878800,703045725471704600,NA,2637
2342,487.3601067030358,6.8913474,NA,NA,NA,1,C25H52O7,[M + Na]+,C25H52NaO7+,Fatty acids,0.678,Fatty acyls,0.651,Fatty alcohols,0.514,Lipids and lipid-like molecules,0.608,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.608,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Secondary alcohols; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,487.36,413,6.885,703062479036621200,703045715266961700,NA,2342
1525,488.3069757125542,4.6503167,NA,NA,NA,1,C21H45NO11,[M + H]+,C21H46NO11+,Fatty acids,0.422,Glycerolipids,0.051,Polyamines,0.04,Organic oxygen compounds,0.999,Organooxygen compounds,0.998,Ethers,0.996,Dialkyl ethers,0.996,Polyethylene glycols,0.537,Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; Polyethylene glycols; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,488.306,278,4.628,703057820557156600,703045689333576600,NA,1525
2774,488.3316878775467,8.337049,NA,NA,NA,1,C24H45N3O7,[M + H]+,C24H46N3O7+,Amino acids and Peptides,0.83,Oligopeptides,0.604,Tripeptides,0.162,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.994,"Amino acids, peptides, and analogues",0.927,Peptides,0.523,Peptides,0.523,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",488.332,500,8.337,7.0306405886323994e+17,703045730152548400,NA,2774
1149,488.3421772265808,3.8057916,NA,NA,NA,1,C23H45N5O6,[M + H]+,C23H46N5O6+,Amino acids and Peptides,0.439,Small peptides,0.261,Tripeptides,0.354,Organic acids and derivatives,0.84,Carboxylic acids and derivatives,0.667,"Amino acids, peptides, and analogues",0.611,Amino acids and derivatives,0.599,Amino acids and derivatives,0.599,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; Primary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",488.343,229,3.814,703056562412701800,703045680206769900,NA,1149
2861,488.3942716047421,8.759463,NA,NA,NA,2,C28H49N5O2,[M + H]+,C28H50N5O2+,Alkaloids,0.948,Tryptophan alkaloids,0.363,Pyrroloindole alkaloids,0.066,Organic acids and derivatives,0.96,Carboxylic acids and derivatives,0.956,"Amino acids, peptides, and analogues",0.921,Amino acids and derivatives,0.917,Alpha amino acids and derivatives,0.691,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",488.394,526,8.767,703064523743127800,703045733524769200,NA,2861
1053,489.2726643582198,3.7530959,3,NA,NA,2,C24H40O10,[M + H]+,C24H41O10+,Polyketides,0.256,Diterpenoids,0.049,Simple aromatic polyketides,0.016,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.992,Dialkyl ethers,0.986,Polyethylene glycols,0.964,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,489.272,225,3.752,7.0305635861565594e+17,703045678386441900,NA,1053
156,489.2906143100123,2.580404,NA,NA,NA,1,C21H44O12,[M + H]+,C21H45O12+,Fatty acids,0.831,Fatty acyls,0.602,Fatty alcohols,0.487,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.992,Dialkyl ethers,0.993,Polyethylene glycols,0.994,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,489.29,155,2.592,703049508327141100,703045653598102700,NA,156
1822,489.303056716927,5.3214436,NA,NA,NA,2,C25H44O9,[M + H]+,C25H45O9+,Fatty acids,0.507,Fatty acyl glycosides,0.394,Open-chain polyketides,0.231,Lipids and lipid-like molecules,0.864,Fatty Acyls,0.79,Fatty acid esters,0.718,NA,NA,Fatty acid esters,0.718,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,489.303,319,5.323,703059835991618400,703045698271639400,NA,1822
623,489.31410879412834,3.3956916,3,NA,NA,1,C24H44N2O8,[M + H]+,C24H45N2O8+,Amino acids and Peptides,0.401,Linear polyketides,0.306,Open-chain polyketides,0.245,Organic acids and derivatives,0.92,Carboxylic acids and derivatives,0.912,"Amino acids, peptides, and analogues",0.532,Amino acids and derivatives,0.528,Amino acids and derivatives,0.528,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; Secondary alcohols; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",489.313,204,3.401,703054513029520300,703045669477739100,NA,623
1031,489.6166175284917,3.7516172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,489.6199236368327,3.753417,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,489.6773817624587,4.99784,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1434,490.3075548047769,4.4492,NA,NA,NA,1,C23H43N3O8,[M + H]+,C23H44N3O8+,Amino acids and Peptides,0.573,Small peptides,0.273,Tripeptides,0.205,Organic acids and derivatives,0.921,Carboxylic acids and derivatives,0.881,"Amino acids, peptides, and analogues",0.587,Amino acids and derivatives,0.58,Amino acids and derivatives,0.58,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",490.307,266,4.441,703057472123727e3,703045686636638700,NA,1434
